Crop Name,Ideal pH,Average Temperature,Yield,Nitrogen,Phosphorus,Potassium
Dill,6.7,24-25,7.17,15,11,23
Saffron,6.4,20-32,2.07,11,5,38
Swiss Chard,5.8,21-27,4.44,13,13,21
Sage,6.2,26-35,2.7,11,5,20
Agarwood,5.7,27-26,2.85,5,13,18
Moringa,6.8,30-26,4.26,9,14,20
Eggplant,6.9,16-35,4.29,10,10,28
Snake Gourd,5.7,29-26,5.96,6,10,34
Camellia,6.5,29-32,7.68,5,9,22
Papaya,6.3,28-32,7.88,9,7,37
Lemongrass,5.8,26-30,3.43,8,6,27
Brussels Sprouts,6.4,15-35,4.25,15,8,24
Cucumber,6.3,25-35,9.61,14,6,39
Nutmeg,6.1,23-31,9.78,5,11,31
Echinacea,6.9,19-35,1.1,9,8,29
Luffa,6.4,25-26,3.8,12,13,19
Fig,5.8,20-28,4.69,12,11,30
Raspberry,6.5,24-28,0.96,8,9,32
Pomegranate,6.2,26-25,4.5,10,7,27
Rosemary,5.7,27-26,1.06,12,13,29
Rosemary,6.4,26-32,5.55,13,8,38
Watercress,6.9,28-28,1.83,9,7,34
Horseradish,6.2,28-27,1.26,9,8,35
Asparagus,6.3,24-31,7.06,6,5,27
Tea,6.7,16-27,9.5,14,13,37
Pumpkin,6.3,18-26,4.88,13,5,18
Coffee,6.4,17-25,9.94,12,5,36
Snake Gourd,6.2,30-29,8.37,8,11,34
Watermelon,5.5,28-34,9.26,6,13,16
Mint,5.7,27-25,3.25,14,7,30
Bitter Gourd,5.7,23-25,4.08,5,5,31
Arugula,7.0,16-29,2.74,12,13,36
Chamomile,6.9,17-32,6.51,13,11,28
Echinacea,6.5,29-28,5.09,11,6,39
Mushrooms,5.8,16-34,2.02,12,9,40
Yam,6.1,23-25,2.54,6,6,30
Strawberry,6.8,26-33,9.26,8,6,28
Jasmine,6.9,16-31,1.38,5,5,33
Strawberry,6.4,22-27,8.5,14,8,31
Sunflower,6.6,16-25,9.17,13,10,34
Coffee,6.9,30-29,0.92,12,5,24
Watercress,6.0,17-25,9.95,9,6,31
Tarragon,7.0,28-33,2.68,12,8,19
Kiwi,6.1,20-29,7.8,14,14,40
Endive,5.6,16-34,1.24,9,15,32
Lychee,5.5,24-30,7.75,11,5,19
Gooseberry,6.3,19-31,8.51,12,13,37
Holy Basil,6.9,16-34,9.97,15,10,39
Watermelon,6.0,27-28,8.63,9,14,18
Sunflower,5.5,24-26,5.1,14,7,20
Peppers,5.8,17-33,1.2,15,6,18
Endive,5.7,27-32,7.85,14,7,29
Spinach,5.9,29-27,2.89,14,7,21
Yam,5.9,18-28,5.56,6,15,24
Asparagus,6.6,21-27,5.0,5,13,20
Melons,5.6,18-26,2.88,15,12,34
Pomegranate,7.0,20-32,0.54,5,13,37
Star Fruit,6.5,22-27,9.13,7,8,23
Mulberry,6.6,17-33,5.28,15,6,21
Sage,6.0,21-35,9.22,9,7,20
Dandelion Greens,6.1,18-33,3.16,9,14,30
Alfalfa,6.5,23-35,3.39,14,15,31
Peppermint,6.4,23-27,7.58,14,11,37
Saffron,6.3,29-29,8.34,5,11,25
Soybeans,6.8,15-28,3.01,12,10,26
Sunflower,6.6,21-28,3.15,12,15,22
Taro,6.8,24-26,0.67,15,11,36
Gooseberry,6.5,29-29,6.75,10,9,37
Marjoram,5.8,19-34,5.77,12,10,25
Blueberry,6.7,17-33,0.7,14,10,30
Hops,5.8,17-31,6.4,13,8,18
Moringa,6.0,19-31,7.09,9,8,38
Sapodilla,6.9,26-31,9.66,13,15,31
Ginger,6.6,15-31,7.1,15,6,29
Agarwood,5.9,16-33,3.42,6,14,16
Kale,5.6,25-28,4.33,10,8,20
Cauliflower,5.9,20-35,7.97,14,6,36
Pomegranate,6.5,30-33,1.67,9,10,15
Artichoke,5.6,29-34,8.38,5,15,38
Guava,6.3,23-33,8.68,13,9,35
Pomegranate,6.8,16-28,9.87,13,13,24
Lychee,6.9,21-33,2.51,11,7,30
Fennel,5.7,23-26,2.69,5,8,15
Lemongrass,6.7,28-33,8.18,12,5,18
Pandan,6.9,27-26,2.97,11,12,35
Green Onions,6.3,18-29,10.0,13,9,39
Melons,7.0,15-28,7.81,8,7,24
Sunflower,7.0,30-31,5.85,7,13,30
Chives,6.8,18-30,5.61,7,8,26
Asparagus,5.7,29-25,6.1,8,10,26
Sapodilla,6.9,16-27,1.28,12,6,25
Clove,5.8,19-29,5.93,13,9,33
Chili Pepper,6.8,29-35,6.19,9,11,30
Guava,6.6,16-35,5.6,10,6,30
Cassava,5.7,26-31,2.7,12,15,37
Peanuts,6.9,20-31,6.5,11,14,18
Purslane,6.8,26-34,7.29,5,10,37
Soursop,6.3,25-25,4.92,14,10,38
Fennel,6.4,19-28,6.63,10,11,26
Green Onions,6.4,23-26,6.51,5,15,15
Hops,5.8,24-29,4.6,12,13,21
Watermelon,6.2,18-33,6.38,6,8,27
Coconut,5.9,15-32,9.47,14,15,35
Lettuce,5.6,20-27,2.6,15,8,26
Mustard Greens,6.5,15-30,6.12,14,10,38
Lettuce,5.7,26-29,3.46,11,14,16
Sapodilla,6.2,19-30,6.3,5,14,20
Persimmon,5.9,26-33,7.03,6,8,29
Lychee,6.5,26-32,4.43,12,12,36
Curry Leaves,6.7,30-34,8.85,15,5,40
Green Onions,5.6,30-30,3.26,11,14,34
Betel Leaf,6.0,15-27,5.94,5,15,15
Broccoli,6.9,24-34,5.87,13,12,34
Horseradish,6.1,27-29,8.74,6,5,30
Fig,6.4,26-29,6.73,7,10,29
Broccoli,6.8,25-28,9.91,7,6,22
Cranberry,5.9,19-33,2.15,5,8,30
Snake Gourd,6.9,23-27,1.16,13,11,28
Cabbage,5.5,18-34,0.72,12,6,37
Basil,6.1,24-34,3.81,8,9,26
Dandelion Greens,6.8,28-29,5.2,15,8,31
Moringa,6.8,20-27,5.36,5,14,18
Beets,5.7,21-27,8.01,11,10,17
Mushrooms,5.8,22-29,7.47,15,15,21
Guava,6.8,23-33,7.71,15,11,28
Horseradish,5.5,20-35,3.3,5,14,33
Cassava,5.7,30-28,2.05,9,13,21
Basil,5.7,28-26,9.52,6,7,34
Luffa,6.5,20-28,7.33,14,11,27
Guava,5.6,19-27,4.71,8,15,22
Peppers,6.6,26-33,5.58,9,8,28
Seaweed,5.7,26-28,9.31,12,14,16
Yacon,5.6,30-33,7.55,9,12,37
Thyme,6.7,22-28,2.87,15,9,17
Beets,6.7,22-31,3.22,12,7,39
Agarwood,6.2,22-35,8.44,6,5,32
Jackfruit,6.2,15-25,6.43,13,14,36
Watermelon,5.6,15-30,6.19,6,11,20
Lychee,6.9,16-28,5.06,12,13,19
Zucchini,6.8,30-32,1.04,15,5,29
Lychee,5.5,27-27,4.96,13,5,38
Parsley,5.8,17-26,8.71,10,6,38
Oregano,6.8,29-29,5.56,11,5,38
Beans,5.6,25-30,8.77,8,8,32
Sage,6.4,21-25,1.79,7,14,27
Brussels Sprouts,6.4,27-34,8.07,15,12,30
Dill,6.0,30-27,6.14,11,5,40
Blueberry,5.6,18-33,8.27,14,14,15
Neem,5.9,23-34,2.92,12,10,32
Chamomile,6.0,15-33,2.24,7,13,33
Seaweed,6.1,15-31,1.33,12,15,37
Mint,6.9,17-30,6.41,7,5,35
Rosemary,6.2,29-30,3.52,5,8,40
Thyme,5.7,21-27,1.89,11,11,19
Agarwood,6.9,29-31,5.64,11,10,25
Pineapple,6.1,22-27,3.81,5,6,34
Kiwi,5.7,19-30,7.84,10,7,36
Bitter Gourd,6.7,30-34,5.71,8,9,40
Blueberry,5.5,19-27,3.27,9,5,19
Pumpkin,5.6,20-30,4.6,11,7,30
Cassava,6.6,30-35,1.99,12,10,24
Lychee,5.9,28-35,9.98,7,9,29
Bael,6.3,20-28,3.86,12,11,40
Saffron,6.6,15-29,8.19,14,5,22
Carrots,6.3,17-31,5.58,5,11,26
Lychee,6.8,22-30,9.13,13,7,19
Coffee,6.7,15-34,7.79,5,14,25
Blueberry,6.4,15-31,5.02,10,12,21
Yacon,6.6,26-31,2.13,5,12,27
Stevia,6.2,27-26,0.54,8,13,28
Sapodilla,5.7,22-28,6.11,13,6,29
Tomato,6.0,30-31,2.73,6,7,22
Chili Pepper,5.9,15-25,4.7,9,7,38
Peppermint,5.9,30-29,1.32,11,7,20
Guava,6.8,30-33,3.5,15,5,40
Pandan,6.1,26-32,9.69,15,6,17
Cranberry,6.4,28-35,4.85,5,8,39
Echinacea,5.7,16-28,1.84,13,12,38
Mustard Greens,6.1,24-29,9.45,14,10,16
Chamomile,6.9,28-31,4.12,14,15,21
Peanuts,6.6,28-31,5.06,14,12,19
Chives,6.0,22-34,9.36,14,14,20
Radicchio,6.1,29-30,5.27,10,9,34
Swiss Chard,6.8,26-31,8.47,8,5,21
Moringa,6.8,28-31,9.87,10,5,23
Wasabi,6.0,22-32,3.7,8,10,25
Cucumber,5.8,23-32,5.87,15,12,28
Blueberry,6.8,21-31,2.33,14,8,34
Zucchini,6.8,20-34,9.03,14,6,32
Mango,6.9,24-35,5.8,5,12,29
Taro,6.9,17-34,9.98,12,9,34
Snake Gourd,6.1,23-27,8.94,13,6,30
Dill,6.5,25-30,7.89,13,9,22
Sweet Corn,6.6,29-32,4.15,14,10,33
Melons,6.0,22-27,6.4,10,9,30
Strawberry,6.1,19-33,3.67,10,5,24
Guava,6.2,16-34,7.85,6,9,21
Horseradish,6.4,16-29,7.31,11,11,15
Bael,6.9,24-27,7.35,9,10,26
Hops,5.7,18-30,0.81,5,11,36
Taro,6.3,15-29,1.57,10,14,15
Tarragon,5.9,23-32,7.51,5,11,35
Pineapple,6.7,19-32,1.79,11,12,35
Papaya,6.6,16-30,3.1,15,8,33
Soursop,6.0,26-35,7.38,13,13,23
Echinacea,5.9,22-35,8.87,10,14,31
Jackfruit,5.7,20-35,2.05,12,15,15
Vanilla,6.7,20-31,2.54,9,15,26
Coffee,6.7,29-34,5.96,13,7,27
Coconut,5.6,20-25,8.48,14,8,19
Persimmon,6.0,29-31,2.37,15,13,25
Echinacea,6.1,27-29,4.45,15,6,28
Soursop,5.9,18-31,8.34,10,6,34
Taro,6.2,17-35,1.51,8,15,24
Passionfruit,5.5,19-29,2.19,6,9,27
Endive,5.8,18-33,0.55,5,15,31
Stevia,6.5,18-28,8.93,9,11,36
Kiwi,6.9,22-26,6.45,9,11,22
Fennel,6.1,24-32,0.73,6,9,19
Papaya,6.6,22-35,3.12,8,6,31
Broccoli,5.8,15-35,8.96,11,10,38
Ginger,6.8,27-25,4.94,10,10,30
Sugarcane,6.7,24-29,9.99,12,10,15
Moringa,6.7,20-32,2.24,5,11,37
Dandelion Greens,5.8,27-34,6.01,12,13,24
Rose Apple,6.8,27-34,7.95,8,6,21
Wasabi,6.3,15-33,9.37,13,6,36
Wasabi,6.1,18-33,8.92,8,7,30
Dragon Fruit,5.8,24-35,4.66,7,7,17
Brussels Sprouts,6.6,30-34,1.29,5,5,32
Green Onions,5.5,23-28,4.99,13,11,35
Tarragon,5.6,27-32,6.89,6,10,25
Mulberry,7.0,21-30,7.81,13,10,38
Jasmine,6.4,18-26,4.8,7,14,21
Lettuce,6.8,28-35,5.93,12,9,24
Parsley,5.9,25-26,6.57,7,5,30
Luffa,6.2,19-28,9.36,5,7,21
Betel Leaf,6.7,18-34,6.15,12,11,17
Cauliflower,6.9,24-34,4.76,6,12,36
Celery,6.7,24-34,7.53,13,11,21
Cabbage,7.0,15-30,5.63,10,11,30
Zucchini,6.0,20-33,4.03,13,7,37
Chili Pepper,6.8,26-32,9.32,11,11,29
Fenugreek,6.4,18-29,3.26,15,10,18
Cassava,6.5,25-35,2.64,12,14,17
Curry Leaves,6.9,23-33,4.69,14,11,33
Snake Gourd,5.6,17-34,2.94,12,6,28
Wasabi,6.0,25-26,1.19,14,12,28
Tomato,6.1,19-31,8.33,8,7,19
Tea,6.8,24-33,5.48,10,7,15
Cranberry,6.2,16-32,8.66,5,14,33
Lavender,6.6,16-31,5.74,9,11,24
Watermelon,5.9,24-33,7.1,14,15,34
Persimmon,5.9,26-34,7.55,11,6,24
Beets,6.8,25-27,2.16,14,7,21
Pumpkin,5.6,15-27,5.73,12,10,20
Mango,6.8,18-31,5.66,10,13,24
Cassava,6.6,19-28,1.86,9,11,26
Arugula,6.7,26-28,5.4,5,5,31
Watercress,5.8,22-28,0.95,15,14,15
Zucchini,6.3,16-26,9.38,13,10,18
Bitter Gourd,6.3,25-35,4.45,5,13,19
Yam,6.0,23-35,5.74,12,5,29
Cassava,6.8,21-30,6.9,7,13,16
Watercress,6.0,29-27,9.76,15,12,21
Chili Pepper,5.7,23-31,8.12,15,12,39
Oregano,5.6,15-26,9.0,15,11,24
Chives,6.3,19-34,1.66,8,11,40
Zucchini,6.4,25-33,4.22,8,10,17
Aloe Vera,6.5,19-26,3.35,10,5,24
Alfalfa,6.2,29-30,5.26,6,6,18
Curry Leaves,6.6,16-26,4.38,15,10,39
Zucchini,6.1,25-26,1.58,12,10,38
Artichoke,6.7,27-27,5.98,12,15,32
Sweet Corn,7.0,27-28,2.88,6,13,30
Tomato,6.2,16-28,3.05,10,6,19
Mustard Greens,6.4,29-34,7.13,12,11,23
Mango,5.6,16-32,7.26,8,13,21
Purslane,6.7,29-33,4.15,6,7,37
Artichoke,5.5,26-27,4.17,7,10,31
Yam,7.0,27-35,7.11,15,7,31
Mushrooms,6.8,30-28,0.75,13,8,16
Acerola Cherry,6.6,28-29,5.88,15,12,33
Acerola Cherry,6.0,23-31,1.67,5,7,32
Marjoram,5.9,21-34,3.22,14,13,39
Persimmon,7.0,27-28,6.45,5,7,22
Ginseng,5.7,23-25,3.03,11,15,25
Bok Choy,6.9,17-29,8.48,14,12,30
Bok Choy,6.2,25-31,6.64,13,13,17
Papaya,6.7,15-27,4.72,15,12,26
Chili Pepper,6.2,28-27,8.97,12,12,33
Beans,6.0,20-34,6.46,15,9,31
Cucumber,6.9,19-29,3.14,12,7,23
Coriander,6.0,28-28,5.67,6,5,36
Rose Apple,6.2,30-30,6.55,7,13,16
Yam,6.0,28-27,6.52,11,14,26
Chives,6.4,30-29,5.6,15,6,18
Star Fruit,6.9,24-32,9.74,5,8,40
Sweet Corn,6.3,30-35,2.4,12,10,15
Hibiscus,6.6,16-35,1.46,12,8,36
Watermelon,5.7,24-34,9.68,7,7,22
Tarragon,6.7,25-33,8.08,8,7,16
Soybeans,6.7,20-31,7.03,12,12,34
Saffron,6.0,21-30,1.39,5,8,40
Acerola Cherry,6.0,20-31,8.75,6,6,27
Soybeans,6.6,21-32,8.89,9,9,17
Bael,6.3,19-25,2.22,10,6,18
Mango,6.0,19-32,3.58,8,10,24
Cauliflower,6.5,22-33,6.3,5,7,20
Sweet Corn,6.1,24-29,0.86,13,12,30
Celery,5.8,24-27,6.6,7,11,26
Raspberry,5.5,18-35,3.07,12,11,31
Hops,6.9,30-34,3.53,6,15,40
Rosemary,7.0,15-34,5.05,11,14,22
Avocado,6.7,30-28,8.23,7,15,26
Mushrooms,6.6,25-27,2.12,14,9,40
Peas,6.3,18-33,1.38,8,7,39
Moringa,6.7,27-26,5.88,12,13,35
Sapodilla,6.8,18-30,9.16,5,7,23
Coffee,6.2,25-25,5.18,14,12,38
Jackfruit,7.0,24-35,9.65,6,8,29
Chamomile,6.1,26-25,2.11,8,6,18
Pomegranate,6.4,19-35,2.24,11,6,33
Kiwi,6.6,24-25,7.33,8,12,16
Green Onions,5.8,16-25,7.74,12,11,22
Basil,6.4,16-28,8.56,5,13,15
Blueberry,5.6,27-30,3.66,9,13,22
Horseradish,6.2,25-34,1.59,8,11,26
Guava,5.5,15-29,2.84,10,7,38
Microgreens,6.2,20-32,6.01,12,13,22
Beets,7.0,26-29,1.93,11,11,24
Spinach,5.5,24-29,5.4,12,13,23
Hibiscus,6.3,22-32,3.47,10,11,15
Passionfruit,6.2,26-30,8.23,14,10,15
Pumpkin,6.3,16-35,3.6,5,6,16
Blueberry,6.9,21-25,8.59,9,5,15
Spinach,6.3,22-28,0.97,11,7,26
Jasmine,6.1,25-29,7.94,10,8,39
Dragon Fruit,6.4,23-26,8.05,9,10,37
Avocado,6.4,18-29,3.29,15,15,21
Sweet Corn,7.0,19-30,2.78,15,8,18
Chives,5.8,15-33,5.13,10,6,15
Wasabi,6.3,26-30,6.7,14,5,22
Dill,6.6,23-26,2.13,12,15,34
Kiwi,6.2,26-25,2.65,11,9,29
Tarragon,6.7,25-26,7.7,7,10,21
Asparagus,6.4,27-31,1.06,11,7,35
Turmeric,5.6,19-33,6.23,12,11,28
Betel Leaf,6.0,16-28,7.81,5,15,30
Rose Apple,6.8,19-25,4.82,11,7,28
Mulberry,6.2,26-28,0.83,7,14,28
Peanuts,6.4,27-32,3.82,9,9,30
Fenugreek,5.7,18-34,2.11,6,7,25
Sage,5.9,22-32,7.82,13,13,35
Mushrooms,6.7,21-29,9.51,10,8,26
Fennel,6.8,16-35,3.97,5,6,30
Mint,6.2,20-25,6.93,7,8,28
Dragon Fruit,5.9,17-26,1.86,13,11,34
Basil,6.4,23-26,6.61,9,14,33
Neem,6.7,25-29,9.89,9,12,29
Beans,6.2,18-31,3.2,7,7,22
Stevia,7.0,30-34,2.62,12,5,25
Hibiscus,6.9,16-31,6.98,14,5,34
Brussels Sprouts,6.6,15-26,8.94,7,12,27
Strawberry,5.7,25-27,1.77,9,11,21
Yacon,5.7,18-32,8.25,11,7,37
Vanilla,6.8,24-29,8.31,8,7,16
Coriander,5.8,19-25,6.59,10,9,32
Snake Gourd,6.1,30-34,8.45,6,6,39
Fennel,5.6,21-34,4.64,5,11,16
Cassava,6.4,18-28,7.26,8,10,23
Lettuce,6.2,17-28,8.56,13,8,38
Agarwood,6.4,24-32,8.25,13,11,31
Passionfruit,6.8,28-30,9.39,12,14,31
Pineapple,6.3,24-35,4.28,11,9,30
Endive,5.8,27-26,6.68,11,10,29
Guava,6.8,18-30,2.11,8,15,30
Peanuts,6.5,27-33,7.56,9,13,36
Ginseng,6.0,22-33,1.56,13,7,24
Melons,5.8,21-26,7.44,9,15,24
Zucchini,7.0,15-35,3.49,11,11,16
Pandan,6.3,22-27,1.87,8,13,37
Rose Apple,5.7,28-28,3.11,13,15,38
Gooseberry,6.3,18-35,2.32,7,12,32
Raspberry,5.9,28-32,7.5,14,11,30
Vanilla,6.3,22-34,2.98,10,10,26
Celery,6.3,26-26,8.43,15,13,39
Soursop,5.6,15-34,6.06,8,10,28
Mushrooms,5.9,19-35,8.52,15,13,27
Rose Apple,6.1,18-29,6.99,8,13,38
Aloe Vera,6.9,19-30,1.29,10,8,26
Taro,6.8,15-31,7.84,11,10,20
Curry Leaves,6.9,27-26,8.58,15,6,31
Ginger,7.0,20-29,3.26,12,12,31
Coffee,6.3,30-30,1.46,8,15,18
Rosemary,6.9,18-28,6.95,6,14,16
Asparagus,5.6,27-26,3.24,5,6,40
Bok Choy,5.7,30-31,1.39,6,9,32
Cucumber,6.7,15-30,7.81,15,9,32
Radicchio,5.8,30-26,1.1,15,8,25
Sweet Corn,6.8,21-30,2.77,8,14,23
Beets,6.9,26-26,6.24,10,7,28
Neem,6.4,19-32,6.24,10,8,36
Swiss Chard,5.9,26-35,9.02,15,9,32
Coconut,6.4,19-28,3.31,14,9,16
Echinacea,6.2,26-31,2.18,6,8,22
Taro,5.8,17-34,9.19,10,7,24
Echinacea,6.4,23-33,8.01,15,12,25
Luffa,5.6,28-28,1.49,8,14,27
Yam,5.8,17-31,8.61,15,15,33
Fig,6.2,27-29,8.28,11,11,26
Peppers,5.7,24-35,9.28,6,6,28
Melons,5.5,24-33,3.24,6,15,21
Tea,6.8,28-26,1.0,14,13,18
Betel Leaf,5.5,21-33,2.21,5,14,40
Carrots,6.3,27-35,3.27,5,13,38
Avocado,6.6,21-25,1.96,10,12,31
Mulberry,5.9,22-33,8.21,13,14,40
Fenugreek,6.7,28-31,9.39,13,5,32
Star Fruit,6.7,19-33,2.76,10,11,17
Eggplant,6.8,26-25,7.87,10,14,32
Gooseberry,6.3,21-30,1.21,8,15,35
Peppers,6.8,19-33,1.88,11,12,29
Peppermint,5.9,29-30,1.47,10,15,30
Chamomile,6.7,26-32,9.93,7,9,31
Peas,6.2,22-29,8.96,10,11,38
Pomegranate,5.7,23-34,1.15,9,11,19
Microgreens,5.8,27-32,1.41,9,9,30
Brussels Sprouts,6.4,24-25,8.93,7,5,28
Star Fruit,5.8,18-26,2.52,8,11,26
Sage,6.3,20-35,2.3,11,5,37
Ginseng,6.2,24-33,6.17,6,9,36
Guava,6.8,30-28,5.74,14,9,40
Tea,6.5,23-29,6.47,9,5,18
Kale,6.4,21-26,2.61,10,13,19
Peppers,6.1,21-31,2.02,8,12,17
Thyme,6.9,17-28,4.44,5,7,40
Star Fruit,6.7,16-34,5.29,12,7,24
Watercress,5.8,27-25,4.83,9,8,37
Alfalfa,6.4,22-26,3.45,5,12,24
Brussels Sprouts,6.9,17-27,7.29,10,8,32
Alfalfa,6.6,20-26,4.06,9,7,19
Clove,5.7,30-28,1.27,6,10,17
Agarwood,6.4,18-25,3.53,7,5,37
Chamomile,5.7,26-27,1.8,13,11,25
Tea,5.9,17-25,5.14,14,8,29
Bok Choy,6.6,30-28,7.01,9,8,33
Coffee,6.9,23-27,9.91,5,10,29
Cauliflower,6.8,18-29,5.67,14,11,26
Cabbage,6.8,29-31,6.65,12,15,20
Ginseng,6.0,27-29,3.54,12,15,31
Taro,6.9,22-31,7.08,12,10,35
Cabbage,6.1,30-30,2.74,10,13,19
Mulberry,6.1,24-30,3.16,9,7,21
Kiwi,5.7,17-26,2.84,10,14,38
Peas,5.7,17-25,6.26,15,11,21
Mulberry,5.7,30-31,3.42,7,9,25
Hops,6.4,18-27,6.5,14,12,25
Brussels Sprouts,5.6,22-27,8.93,13,11,26
Holy Basil,5.5,19-31,7.25,6,13,22
Curry Leaves,6.1,17-25,3.15,8,11,32
Endive,6.0,25-25,3.82,13,15,22
Tarragon,5.5,24-31,1.39,7,8,29
Parsley,6.8,19-26,7.98,6,6,25
Mint,6.5,23-29,6.71,8,13,31
Marjoram,6.4,22-30,8.69,8,7,40
Strawberry,6.4,24-29,0.69,12,9,34
Passionfruit,5.6,28-30,2.64,7,9,37
Cabbage,6.8,25-28,8.8,8,10,25
Thyme,5.7,21-25,9.31,7,8,39
Ginseng,5.5,16-26,6.62,6,11,40
Neem,6.2,16-35,8.43,10,9,24
Bok Choy,6.0,30-32,6.56,10,8,33
Chives,5.6,22-26,3.33,12,11,39
Fennel,7.0,20-32,9.79,10,11,15
Horseradish,5.5,24-25,5.58,14,7,37
Fig,6.0,20-27,3.68,5,10,15
Oregano,6.3,27-33,8.7,8,9,33
Alfalfa,6.7,18-30,8.71,12,14,39
Peppermint,6.3,16-32,7.54,14,8,35
Carrots,6.4,16-27,5.34,7,5,36
Pumpkin,5.5,21-35,8.67,7,14,29
Green Onions,6.0,23-25,6.91,12,14,17
Lettuce,5.7,27-28,7.43,10,8,31
Wasabi,6.2,29-27,3.86,10,15,31
Peppers,6.9,24-31,4.72,13,7,40
Oregano,6.1,27-26,7.29,11,10,21
Horseradish,6.5,29-27,2.54,15,13,19
Fig,6.0,18-25,4.17,13,6,19
Soybeans,7.0,22-33,4.94,11,10,26
Pandan,6.0,25-30,1.53,11,11,23
Cassava,6.5,30-26,3.29,13,9,22
Fennel,6.6,21-27,7.77,15,6,31
Hops,6.7,26-27,3.88,13,10,29
Lychee,6.0,27-26,8.25,12,12,19
Sweet Corn,5.9,25-28,8.11,15,8,23
Pomegranate,6.7,17-29,1.67,11,9,31
Moringa,6.9,29-25,3.07,15,8,28
Basil,5.9,28-31,5.89,5,14,24
Turmeric,6.0,28-25,7.53,12,11,24
Peppers,6.9,26-26,6.17,6,11,15
Neem,6.8,21-31,6.78,14,5,27
Cranberry,5.6,26-35,0.63,5,15,29
Dragon Fruit,6.2,15-31,2.61,12,13,38
Basil,5.9,24-33,1.66,14,12,20
Bael,6.9,23-26,8.62,9,13,17
Acerola Cherry,6.2,30-30,5.05,11,5,18
Tea,6.1,15-35,0.98,11,12,18
Seaweed,6.4,22-26,7.35,5,10,36
Bok Choy,5.7,20-34,9.29,5,11,17
Camellia,6.4,15-33,5.69,7,5,15
Tea,6.5,18-27,2.58,10,14,31
Cranberry,6.6,27-25,4.81,15,7,38
Peanuts,5.8,24-30,1.6,11,11,17
Fenugreek,6.0,29-32,5.69,6,9,39
Soursop,6.1,24-31,7.59,11,11,29
Coffee,6.5,25-25,3.25,9,6,22
Bok Choy,5.6,16-35,2.83,11,13,30
Coffee,5.6,27-29,9.6,11,5,19
Pomegranate,5.9,19-32,7.7,10,8,39
Lavender,6.5,16-28,2.06,13,7,29
Holy Basil,6.5,30-31,3.28,8,5,31
Cucumber,6.6,18-34,2.19,8,5,25
Bael,5.6,25-29,5.33,12,13,28
Sapodilla,6.4,17-35,8.91,14,9,16
Clove,6.2,29-31,2.0,6,15,32
Cucumber,5.6,15-32,6.98,15,12,25
Kiwi,6.7,16-30,1.17,12,6,18
Taro,6.5,19-26,2.36,9,11,36
Hibiscus,6.6,24-31,3.24,11,7,40
Peppermint,6.9,27-25,4.5,14,8,39
Parsley,6.2,22-29,8.51,7,12,27
Coconut,6.0,15-27,8.76,9,11,30
Chili Pepper,6.5,21-26,3.02,6,14,15
Aloe Vera,5.6,23-30,8.56,14,13,28
Holy Basil,6.8,17-28,0.98,9,10,35
Sage,5.6,19-28,8.93,12,6,15
Blackberry,5.8,17-32,7.29,11,8,34
Cauliflower,6.1,28-30,3.89,6,8,40
Mint,6.5,22-33,2.83,15,11,21
Nutmeg,6.4,21-27,0.89,5,15,37
Gooseberry,6.9,23-28,2.34,9,7,31
Parsley,6.0,27-31,7.56,5,14,40
Stevia,6.6,24-30,8.11,10,13,22
Arugula,6.1,27-30,6.09,10,5,37
Fenugreek,6.9,27-35,2.3,9,15,37
Hibiscus,7.0,16-25,7.56,6,5,17
Artichoke,6.3,29-34,0.51,12,13,31
Hops,6.8,21-31,5.19,8,9,29
Rose Apple,6.0,15-35,8.87,13,10,20
Dragon Fruit,6.0,28-29,0.64,6,12,15
Star Fruit,5.5,23-33,9.82,11,13,24
Beans,6.1,23-25,0.61,12,5,38
Nutmeg,6.6,19-30,1.07,15,14,16
Yam,6.8,30-26,6.56,12,6,32
Saffron,5.5,16-26,8.91,7,8,31
Bael,6.2,21-30,8.36,15,12,32
Blackberry,6.1,24-32,4.31,8,7,17
Zucchini,6.2,15-34,4.1,6,7,26
Papaya,6.7,24-28,7.08,12,10,26
Ceylon Spinach,5.9,25-33,8.33,7,8,16
Fig,6.9,15-34,0.82,8,7,16
Persimmon,6.1,24-29,5.15,13,14,36
Coriander,6.3,28-25,3.82,11,11,17
Lavender,6.7,24-35,2.59,10,15,32
Coffee,6.3,21-25,3.72,8,13,29
Watermelon,6.6,16-27,4.02,13,6,25
Gooseberry,6.6,28-32,7.18,5,10,35
Taro,6.3,28-31,8.26,15,13,24
Peppers,6.1,28-34,1.47,5,6,39
Pandan,6.3,24-35,0.88,14,7,27
Soursop,6.9,15-31,3.87,8,6,39
Eggplant,5.5,30-33,2.84,14,8,28
Sugarcane,6.9,28-35,6.33,8,12,34
Raspberry,6.5,28-35,4.68,15,6,19
Sage,6.3,16-29,2.27,13,10,25
Oregano,6.6,16-27,2.15,13,8,20
Dill,6.2,17-32,5.78,13,10,39
Green Onions,6.2,21-33,8.52,10,10,25
Star Fruit,5.5,15-30,4.48,6,14,32
Mango,6.1,15-31,1.16,15,10,26
Bael,5.6,24-27,3.69,9,7,34
Peppermint,6.5,29-32,0.74,10,12,25
Cassava,6.5,16-31,3.58,9,8,29
Kale,6.1,20-31,6.83,13,13,16
Jasmine,6.0,30-25,6.52,5,14,17
Yacon,6.4,28-26,9.9,12,5,15
